房源名称,房源id,经度,纬度,所在省份,所在城市,主城市,下辖区,楼盘id,成交日期,成交价格（万）,成交均价（元/平）,挂牌价格（万）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）
万科阳光苑,107101552019,121.4744478,31.04698462,上海,上海,闵行区,吴泾,5011000017318,2019.08.03,365,40655,376,3室1厅1厨1卫,中楼层(共11层),89.78㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101552019,商品房,2019/7/19,普通住宅,暂无数据,共有,15,0,5,12,497
朱行三村,107101562414,121.4267352,31.12752446,上海,上海,闵行区,梅陇,5011000008689,2019.08.02,140,41531,142,1室1厅1厨1卫,中楼层(共5层),33.71㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯五户,未知,无,107101562414,商品房,2019/7/22,普通住宅,暂无数据,非共有,12,1,7,7,623
万源城尚郡,107101592296,121.404264,31.149729,上海,上海,闵行区,古美,5011000011329,2019.08.02,738,82671,750,3室2厅1厨1卫,低楼层(共21层),89.27㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯四户,未知,有,107101592296,商品房,2019/7/31,普通住宅,暂无数据,共有,3,0,2,2,107
汇秀景苑一街坊,107101584226,121.548613,31.050425,上海,上海,闵行区,浦江,5011000003244,2019.08.02,293,30285,295,3室0厅0厨0卫,高楼层(共11层),96.75㎡,暂无数据,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101584226,动迁安置房,2019/7/28,普通住宅,暂无数据,非共有,6,1,3,14,825
东方花园三期,107101496049,121.3718551,31.14767802,上海,上海,闵行区,七宝,5011102207315,2019.08.02,930,70573,960,3室2厅1厨2卫,高楼层(共19层),131.78㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯四户,70年,有,107101496049,商品房,2019/7/3,普通住宅,暂无数据,非共有,30,0,12,9,536
高华小区,107101514220,121.4287116,31.00883589,上海,上海,闵行区,老闵行,5011000014519,2019.08.02,103,33584,115,1室0厅1厨1卫,中楼层(共5层),30.64㎡,平层,30.64㎡,板楼,南,1905年,简装,砖混结构,,一梯三户,70年,无,107101514220,商品房,2019/7/8,普通住宅,暂无数据,非共有,25,0,2,17,460
上海春城,107101415397,121.413838,31.110933,上海,上海,闵行区,春申,5011000015954,2019.08.02,685,55399,698,3室2厅1厨2卫,低楼层(共9层),123.65㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101415397,商品房,2019/6/10,普通住宅,暂无数据,共有,53,0,48,65,2394
古美小区,107101391947,121.404954,31.160694,上海,上海,闵行区,古美,5011000015450,2019.08.02,345,46907,360,3室1厅1厨1卫,中楼层(共6层),73.55㎡,平层,暂无数据,板楼,南,未知,简装,砖混结构,,一梯四户,70年,无,107101391947,商品房,2019/6/3,普通住宅,暂无数据,非共有,60,1,82,231,3481
万乐城(商业类),107100803340,121.452047,31.044624,上海,上海,闵行区,吴泾,5011000000778,2019.08.02,58,26630,62,1室0厅1厨1卫,高楼层(共18层),21.78㎡,暂无数据,暂无数据,塔楼,南 北,未知,精装,钢混结构,,三梯三十六户,50年,有,107100803340,商品房,2018/11/12,商业办公类,暂无数据,共有,264,1,1,4,1932
黎安二村,107101589007,121.385457,31.131859,上海,上海,闵行区,莘庄,5011000014466,2019.08.02,440,36415,470,3室2厅1厨2卫,高楼层(共5层),120.83㎡,复式,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101589007,商品房,2019/7/29,普通住宅,暂无数据,非共有,4,0,2,0,280
白浪新村,107101275362,121.359366,31.158773,上海,上海,闵行区,七宝,5011000005002,2019.08.01,439,66891,455,2室1厅1厨1卫,中楼层(共6层),65.63㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101275362,商品房,2019/5/1,普通住宅,暂无数据,非共有,93,1,47,13,1811
古美西路420弄,107101586802,121.401019,31.139123,上海,上海,闵行区,古美,5011000008717,2019.08.01,398,52497,408,2室1厅1厨1卫,中楼层(共6层),75.72㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101586802,商品房,2019/7/29,普通住宅,暂无数据,共有,4,1,0,8,107
万顺水原墅(公寓),107101390006,121.424834,31.049115,上海,上海,闵行区,颛桥,5011000004651,2019.08.01,167,36305,174,1室1厅1厨1卫,中楼层(共12层),46㎡,平层,暂无数据,塔楼,南,1905年,精装,钢混结构,,两梯十五户,70年,有,107101390006,商品房,2019/6/3,普通住宅,暂无数据,共有,60,1,15,39,1237
盛源花园,107101570203,121.412454,31.127397,上海,上海,闵行区,梅陇,5011000013508,2019.08.01,340,47414,350,2室2厅1厨1卫,低楼层(共6层),71.71㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,70年,无,107101570203,商品房,2019/7/24,普通住宅,暂无数据,共有,9,0,8,9,384
新闵小区,107101469437,121.432064,31.011369,上海,上海,闵行区,老闵行,5011000014429,2019.08.01,196,35592,212,2室1厅1厨1卫,低楼层(共6层),55.07㎡,平层,暂无数据,板楼,南 北,1905年,简装,砖混结构,,一梯两户,未知,无,107101469437,商品房,2019/6/26,普通住宅,暂无数据,共有,36,1,5,15,510
中梅苑,107101544963,121.421301,31.135983,上海,上海,闵行区,梅陇,5011000016507,2019.08.01,618,58149,637,2室2厅1厨1卫,中楼层(共24层),106.28㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯三户,70年,有,107101544963,商品房,2019/7/17,普通住宅,暂无数据,共有,16,0,9,11,746
万科早城(二期),107002018351,121.4921665,31.11025919,上海,上海,闵行区,浦江,5011000019957,2019.07.31,109,17741,145,1室1厅1厨1卫,高楼层(共6层),60.99㎡,暂无数据,暂无数据,板楼,南,1905年,毛坯,钢混结构,,三梯三十二户,50年,有,107002018351,商品房,2017/5/30,商业办公类,暂无数据,暂无数据,793,0,31,22,2696
合生城邦四街坊,107000293761,121.412023,31.026317,上海,上海,闵行区,老闵行,5017589463167880,2019.07.31,312,34006,348,2室2厅1厨1卫,低楼层(共18层),91.75㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯四户,70年,有,107000293761,商品房,2017/9/13,普通住宅,暂无数据,共有,687,1,2,0,20
万科阳光苑,107101379391,121.4744478,31.04698462,上海,上海,闵行区,吴泾,5011000017318,2019.07.31,439,27438,450,3室3厅1厨2卫,低楼层(共11层),160㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101379391,商品房,2019/5/31,普通住宅,暂无数据,共有,62,1,14,31,1198
上海康城,107101560596,121.362808,31.10631595,上海,上海,闵行区,莘庄,5011102207057,2019.07.31,329,32561,348,2室2厅1厨1卫,低楼层(共17层),100.89㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯三户,70年,有,107101560596,商品房,2019/7/21,普通住宅,暂无数据,共有,11,0,5,26,444
金铭文博水景(公寓),107100956325,121.4131898,31.07290379,上海,上海,闵行区,颛桥,5011000018699,2019.07.31,277,53641,280,1室1厅1厨1卫,高楼层(共14层),51.64㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,两梯四户,未知,有,107100956325,商品房,2019/1/11,普通住宅,暂无数据,非共有,202,1,22,10,865
浦江华侨城6期,107100311700,121.5071213,31.10816989,上海,上海,闵行区,浦江,5011000001871,2019.07.31,614,59880,630,3室2厅1厨2卫,中楼层(共7层),102.54㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯两户,未知,有,107100311700,商品房,2018/5/23,普通住宅,暂无数据,共有,435,1,200,250,13401
虹梅景苑四街坊,107101445083,121.457069,31.05220495,上海,上海,闵行区,吴泾,5011000006080,2019.07.31,239,34810,260,1室2厅1厨1卫,中楼层(共13层),68.66㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,70年,有,107101445083,商品房,2019/6/19,普通住宅,暂无数据,共有,43,0,6,8,853
绿地璀璨天城,107101589554,121.384642,31.029972,上海,上海,闵行区,老闵行,5011000000409,2019.07.31,301,36406,310,2室2厅1厨1卫,中楼层(共22层),82.68㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,十八梯三户,70年,有,107101589554,商品房,2019/7/30,普通住宅,暂无数据,共有,2,0,1,4,101
绿地璀璨天城,107100794292,121.384642,31.029972,上海,上海,闵行区,老闵行,5011000000409,2019.07.31,505,38847,520,4室3厅1厨2卫,中楼层(共26层),130㎡,平层,暂无数据,板楼,南 北,未知,精装,钢混结构,,十八梯四户,未知,有,107100794292,商品房,2018/11/8,普通住宅,暂无数据,非共有,265,0,14,0,2
凯德林茵湖畔(公寓),107100438251,121.288133,31.215361,上海,上海,闵行区,华漕,5011000004256,2019.07.31,1300,67491,1300,4室1厅1厨5卫,低楼层(共4层),192.62㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107100438251,商品房,2018/7/5,普通住宅,暂无数据,非共有,392,0,24,0,8
南方城,107101341588,121.405931,31.139512,上海,上海,闵行区,古美,5011000017544,2019.07.31,958,67920,1030,3室2厅1厨2卫,中楼层(共14层),141.05㎡,平层,暂无数据,板楼,西南,1905年,精装,钢混结构,,一梯两户,70年,有,107101341588,商品房,2019/5/21,普通住宅,暂无数据,共有,72,1,12,10,1364
新梅花苑,107101547125,121.393771,31.131081,上海,上海,闵行区,古美,5011000016528,2019.07.31,405,38543,415,3室2厅1厨2卫,高楼层(共6层),105.08㎡,复式,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101547125,商品房,2019/7/17,普通住宅,暂无数据,共有,14,0,5,3,279
新华小区,107101213744,121.4154697,31.01381566,上海,上海,闵行区,老闵行,5011000016320,2019.07.31,186,30724,190,3室1厅1厨1卫,低楼层(共6层),60.54㎡,平层,暂无数据,板楼,南 北,1905年,精装,砖混结构,,一梯两户,未知,无,107101213744,商品房,2019/4/12,普通住宅,暂无数据,共有,111,1,31,44,2397
上海康城,107101585890,121.362808,31.10631595,上海,上海,闵行区,莘庄,5011102207057,2019.07.31,400,38607,410,2室2厅1厨2卫,中楼层(共11层),103.61㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯四户,70年,有,107101585890,商品房,2019/7/29,普通住宅,暂无数据,共有,3,0,1,0,暂无数据
新华小区,107101320445,121.4154697,31.01381566,上海,上海,闵行区,老闵行,5011000016320,2019.07.31,190,32647,200,2室1厅1厨1卫,高楼层(共6层),58.2㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107101320445,商品房,2019/5/15,普通住宅,暂无数据,共有,78,1,9,18,1082
浦江宝邸西区,107101510659,121.545525,31.066418,上海,上海,闵行区,浦江,5020026766284050,2019.07.31,184,29890,185,1室1厅1厨1卫,低楼层(共11层),61.56㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯三户,70年,有,107101510659,商品房,2019/7/7,普通住宅,暂无数据,共有,24,1,11,18,785
浦江世博家园八街坊,107101577493,121.509578,31.08458448,上海,上海,闵行区,浦江,5011000001863,2019.07.30,303,39937,306,2室1厅0厨1卫,低楼层(共5层),75.87㎡,暂无数据,暂无数据,板楼,南 北,1905年,简装,钢混结构,,一梯两户,未知,无,107101577493,商品房,2019/7/26,普通住宅,暂无数据,非共有,5,0,3,10,270
浦江世博家园八街坊,107101103906,121.509578,31.08458448,上海,上海,闵行区,浦江,5011000001863,2019.07.30,340,44748,342,2室1厅1厨1卫,中楼层(共4层),75.87㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101103906,商品房,2019/3/10,普通住宅,暂无数据,共有,143,1,88,136,4222
绿地旭辉e天地,107101547077,121.298002,31.213948,上海,上海,闵行区,华漕,5011102208090,2019.07.30,170,33171,180,2室1厅1厨2卫,高楼层(共11层),51.25㎡,复式,暂无数据,塔楼,西南,未知,其他,钢混结构,,一梯二十二户,50年,暂无数据,107101547077,商品房,2019/7/17,商业办公类,暂无数据,暂无数据,13,0,1,0,410
凤庆小区,107101401298,121.4086935,31.0194971,上海,上海,闵行区,老闵行,5011000012733,2019.07.30,123,28555,130,1室1厅1厨1卫,中楼层(共5层),42.83㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107101401298,商品房,2019/6/7,普通住宅,暂无数据,非共有,54,0,2,26,861
众众德尚世嘉,107101025898,121.40995,31.079353,上海,上海,闵行区,颛桥,5011000012753,2019.07.30,620,49600,635,3室2厅1厨2卫,中楼层(共5层),125㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101025898,商品房,2019/2/18,普通住宅,暂无数据,非共有,162,1,22,27,4016
荣信虹桥世嘉,107101585383,121.401835,31.180254,上海,上海,闵行区,金虹桥,5011000015432,2019.07.30,430,68179,450,1室1厅1厨1卫,低楼层(共24层),63.07㎡,暂无数据,暂无数据,板楼,南,未知,毛坯,钢混结构,,两梯四户,70年,有,107101585383,商品房,2019/7/28,普通住宅,暂无数据,共有,2,0,4,7,77
静安新城十区,107101472360,121.385805,31.166891,上海,上海,闵行区,静安新城,5011000003668,2019.07.30,272,52826,279,1室1厅1厨1卫,高楼层(共6层),51.49㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101472360,商品房,2019/6/27,普通住宅,暂无数据,非共有,33,1,14,8,728
新浦江城(浦申路1288弄),107101386537,121.5059971,31.10080908,上海,上海,闵行区,浦江,5011000001873,2019.07.29,590,58684,600,2室2厅1厨1卫,高楼层(共11层),100.54㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,有,107101386537,商品房,2019/6/2,普通住宅,暂无数据,非共有,58,0,31,27,640
欣佳宝邸,107101552173,121.545778,31.050923,上海,上海,闵行区,浦江,5011000009873,2019.07.29,252,32086,255,2室2厅0厨1卫,中楼层(共14层),78.54㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯三户,未知,有,107101552173,动迁安置房,2019/7/19,普通住宅,暂无数据,非共有,11,0,17,27,576
上海春城,107101432078,121.413838,31.110933,上海,上海,闵行区,春申,5011000015954,2019.07.29,550,58146,569,2室2厅1厨1卫,低楼层(共11层),94.59㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101432078,商品房,2019/6/15,普通住宅,暂无数据,共有,45,1,30,22,1434
君莲新城广润苑,107101536581,121.426093,31.090359,上海,上海,闵行区,颛桥,5011000003777,2019.07.29,358,42213,365,2室2厅1厨1卫,中楼层(共11层),84.69㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101536581,动迁安置房,2019/7/14,普通住宅,暂无数据,共有,16,1,14,6,518
蔷薇新村,107101543866,121.4414399,31.11932663,上海,上海,闵行区,春申,5011000011738,2019.07.29,265,35118,270,2室1厅1厨1卫,高楼层(共6层),75.46㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101543866,商品房,2019/7/17,普通住宅,暂无数据,共有,13,1,7,19,485
蔷薇新村,107101291527,121.4414399,31.11932663,上海,上海,闵行区,春申,5011000011738,2019.07.29,215,32307,238,2室1厅1厨1卫,高楼层(共6层),66.55㎡,平层,66.55㎡,板楼,西,1905年,简装,砖混结构,,一梯三户,未知,无,107101291527,商品房,2019/5/6,普通住宅,暂无数据,共有,85,1,13,20,2060
金汇丽舍,107101480665,121.381729,31.184439,上海,上海,闵行区,金汇,5011000017800,2019.07.29,775,65980,840,3室2厅1厨2卫,中楼层(共9层),117.46㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,70年,有,107101480665,商品房,2019/6/29,普通住宅,暂无数据,非共有,30,0,4,12,557
万科优诗美地,107101236225,121.349568,31.164839,上海,上海,闵行区,七宝,5011000010181,2019.07.29,610,49238,630,3室2厅1厨2卫,中楼层(共5层),123.89㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101236225,商品房,2019/4/18,普通住宅,暂无数据,非共有,102,1,35,54,2478
万泰花园,107101565411,121.363824,31.14832,上海,上海,闵行区,七宝,5011000009590,2019.07.29,345,52337,360,2室1厅1厨1卫,低楼层(共6层),65.92㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101565411,商品房,2019/7/22,普通住宅,暂无数据,共有,7,0,6,10,279
浦江世博家园七街坊,107101582308,121.5119174,31.08352386,上海,上海,闵行区,浦江,5011000002059,2019.07.29,364,45444,370,2室2厅1厨1卫,中楼层(共5层),80.1㎡,暂无数据,暂无数据,板楼,南,1905年,其他,钢混结构,,一梯两户,未知,无,107101582308,商品房,2019/7/28,普通住宅,暂无数据,暂无数据,2,0,7,2,145
航新路260弄,107101399347,121.355861,31.17564925,上海,上海,闵行区,航华,5011102207368,2019.07.29,525,56905,530,2室2厅1厨1卫,高楼层(共11层),92.26㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101399347,商品房,2019/6/6,普通住宅,暂无数据,共有,54,0,8,7,765
沧源小区,107101565209,121.4346416,31.02088933,上海,上海,闵行区,老闵行,5011000011180,2019.07.29,206,34637,210,2室1厅1厨1卫,高楼层(共6层),59.33㎡,平层,暂无数据,板楼,南,1905年,其他,砖混结构,,一梯两户,未知,无,107101565209,商品房,2019/7/22,普通住宅,暂无数据,暂无数据,7,0,1,11,157
新梅花苑,107101579819,121.393771,31.131081,上海,上海,闵行区,古美,5011000016528,2019.07.29,274,46544,280,2室1厅1厨1卫,低楼层(共6层),58.87㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101579819,商品房,2019/7/27,普通住宅,暂无数据,非共有,2,0,2,1,59
景舒苑六村,107101474053,121.4975751,31.08083984,上海,上海,闵行区,浦江,5011000003859,2019.07.29,343,46352,345,2室2厅1厨1卫,高楼层(共6层),74㎡,复式,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101474053,商品房,2019/6/27,普通住宅,暂无数据,共有,32,1,10,30,460
上海康城,107101571979,121.362808,31.10631595,上海,上海,闵行区,莘庄,5011102207057,2019.07.29,348,36452,363,2室2厅1厨2卫,高楼层(共15层),95.47㎡,平层,95.47㎡,板楼,南,1905年,精装,钢混结构,,两梯四户,70年,有,107101571979,商品房,2019/7/25,普通住宅,暂无数据,共有,5,0,2,10,166
